player,team,match,rating
Chancel Mbemba,Newcastle United,Huddersfield - Newcastle United,6.51
Chancel Mbemba,Newcastle United,Newcastle United - Manchester City,5.37
Chancel Mbemba,Newcastle United,Newcastle United - Stoke,7.255
Chancel Mbemba,Newcastle United,Newcastle United - Tottenham,6.335
Chancel Mbemba,Newcastle United,Newcastle United - West Ham,7.685
Chancel Mbemba,Newcastle United,West Bromwich Albion - Newcastle United,6.57
Chancel Mbemba,Newcastle United,West Ham - Newcastle United,6.09
Charlie Adam,Stoke,Chelsea - Stoke,6.025
Charlie Adam,Stoke,Huddersfield - Stoke,6.385
Charlie Adam,Stoke,Leicester - Stoke,5.49
Charlie Adam,Stoke,Stoke - Brighton,6.43
Charlie Adam,Stoke,Stoke - Everton,5.845000000000001
Charlie Adam,Stoke,Stoke - Huddersfield,6.484999999999999
Charlie Adam,Stoke,Stoke - Newcastle United,6.92
Charlie Adam,Stoke,Stoke - Watford,6.404999999999999
Charlie Adam,Stoke,Watford - Stoke,5.73
Charlie Austin,Southampton,Arsenal - Southampton,7.0649999999999995
Charlie Austin,Southampton,Bournemouth - Southampton,7.875
Charlie Austin,Southampton,Chelsea - Southampton,6.654999999999999
Charlie Austin,Southampton,Everton - Southampton,6.13
Charlie Austin,Southampton,Leicester - Southampton,5.6899999999999995
Charlie Austin,Southampton,Liverpool - Southampton,5.9
Charlie Austin,Southampton,Manchester City - Southampton,5.92
Charlie Austin,Southampton,Southampton - Arsenal,7.13
Charlie Austin,Southampton,Southampton - Bournemouth,6.76
Charlie Austin,Southampton,Southampton - Burnley,5.535
Charlie Austin,Southampton,Southampton - Chelsea,6.045
Charlie Austin,Southampton,Southampton - Everton,8.575
Charlie Austin,Southampton,Southampton - Huddersfield,6.59
Charlie Austin,Southampton,Southampton - Leicester,5.54
Charlie Austin,Southampton,Southampton - Manchester City,5.73
Charlie Austin,Southampton,Southampton - Manchester United,5.98
Charlie Austin,Southampton,Southampton - Swansea,5.005
Charlie Austin,Southampton,Southampton - Watford,5.984999999999999
Charlie Austin,Southampton,Southampton - West Bromwich Albion,5.765000000000001
Charlie Austin,Southampton,Southampton - West Ham,6.77
Charlie Austin,Southampton,Stoke - Southampton,5.99
Charlie Austin,Southampton,Swansea - Southampton,6.68
Charlie Austin,Southampton,West Ham - Southampton,6.045
Charlie Daniels,Bournemouth,Arsenal - Bournemouth,6.2
Charlie Daniels,Bournemouth,Bournemouth - Arsenal,5.470000000000001
Charlie Daniels,Bournemouth,Bournemouth - Brighton,6.83
Charlie Daniels,Bournemouth,Bournemouth - Burnley,6.3100000000000005
Charlie Daniels,Bournemouth,Bournemouth - Chelsea,6.125
Charlie Daniels,Bournemouth,Bournemouth - Crystal Palace,6.245
Charlie Daniels,Bournemouth,Bournemouth - Huddersfield,7.425
Charlie Daniels,Bournemouth,Bournemouth - Leicester,7.58
Charlie Daniels,Bournemouth,Bournemouth - Liverpool,5.445
Charlie Daniels,Bournemouth,Bournemouth - Manchester City,8.17
Charlie Daniels,Bournemouth,Bournemouth - Manchester United,6.115
Charlie Daniels,Bournemouth,Bournemouth - Newcastle United,5.77
Charlie Daniels,Bournemouth,Bournemouth - Southampton,6.3
Charlie Daniels,Bournemouth,Bournemouth - Stoke,6.855
Charlie Daniels,Bournemouth,Bournemouth - Swansea,6.865
Charlie Daniels,Bournemouth,Bournemouth - Tottenham,6.01
Charlie Daniels,Bournemouth,Bournemouth - Watford,6.1850000000000005
Charlie Daniels,Bournemouth,Bournemouth - West Bromwich Albion,6.745
Charlie Daniels,Bournemouth,Brighton - Bournemouth,6.35
Charlie Daniels,Bournemouth,Burnley - Bournemouth,6.359999999999999
Charlie Daniels,Bournemouth,Chelsea - Bournemouth,6.705
Charlie Daniels,Bournemouth,Crystal Palace - Bournemouth,6.05
Charlie Daniels,Bournemouth,Everton - Bournemouth,6.96
Charlie Daniels,Bournemouth,Huddersfield - Bournemouth,6.3100000000000005
Charlie Daniels,Bournemouth,Leicester - Bournemouth,6.785
Charlie Daniels,Bournemouth,Liverpool - Bournemouth,5.375
Charlie Daniels,Bournemouth,Manchester United - Bournemouth,6.575
Charlie Daniels,Bournemouth,Newcastle United - Bournemouth,6.984999999999999
Charlie Daniels,Bournemouth,Southampton - Bournemouth,6.08
Charlie Daniels,Bournemouth,Stoke - Bournemouth,6.5600000000000005
Charlie Daniels,Bournemouth,Swansea - Bournemouth,7.234999999999999
Charlie Daniels,Bournemouth,Tottenham - Bournemouth,6.2
Charlie Daniels,Bournemouth,Watford - Bournemouth,6.25
Charlie Daniels,Bournemouth,West Bromwich Albion - Bournemouth,6.140000000000001
Charlie Daniels,Bournemouth,West Ham - Bournemouth,6.305
Charlie Taylor,Burnley,Brighton - Burnley,6.6850000000000005
Charlie Taylor,Burnley,Burnley - Liverpool,6.38
Charlie Taylor,Burnley,Burnley - Manchester City,6.720000000000001
Charlie Taylor,Burnley,Burnley - Manchester United,5.75
Charlie Taylor,Burnley,Burnley - Stoke,6.605
Charlie Taylor,Burnley,Burnley - Tottenham,5.915
Charlie Taylor,Burnley,Crystal Palace - Burnley,7.1
Charlie Taylor,Burnley,Huddersfield - Burnley,6.390000000000001
Charlie Taylor,Burnley,Manchester United - Burnley,6.15
Charlie Taylor,Burnley,Newcastle United - Burnley,6.77
Charlie Taylor,Burnley,Swansea - Burnley,7.175
Charly Musonda,Chelsea,Brighton - Chelsea,7.085
Charly Musonda,Chelsea,Crystal Palace - Chelsea,5.43
Cheikhou Kouyate,West Ham,Arsenal - West Ham,6.96
Cheikhou Kouyate,West Ham,Bournemouth - West Ham,6.515000000000001
Cheikhou Kouyate,West Ham,Brighton - West Ham,5.88
Cheikhou Kouyate,West Ham,Burnley - West Ham,6.529999999999999
Cheikhou Kouyate,West Ham,Chelsea - West Ham,6.08
Cheikhou Kouyate,West Ham,Crystal Palace - West Ham,6.51
Cheikhou Kouyate,West Ham,Everton - West Ham,5.165
Cheikhou Kouyate,West Ham,Huddersfield - West Ham,7.05
Cheikhou Kouyate,West Ham,Leicester - West Ham,7.1
Cheikhou Kouyate,West Ham,Liverpool - West Ham,6.415
Cheikhou Kouyate,West Ham,Manchester City - West Ham,6.34
Cheikhou Kouyate,West Ham,Newcastle United - West Ham,5.59
Cheikhou Kouyate,West Ham,Swansea - West Ham,4.07
Cheikhou Kouyate,West Ham,Tottenham - West Ham,6.234999999999999
Cheikhou Kouyate,West Ham,Watford - West Ham,5.62
Cheikhou Kouyate,West Ham,West Bromwich Albion - West Ham,6.234999999999999
Cheikhou Kouyate,West Ham,West Ham - Bournemouth,6.41
Cheikhou Kouyate,West Ham,West Ham - Brighton,5.279999999999999
Cheikhou Kouyate,West Ham,West Ham - Burnley,6.16
Cheikhou Kouyate,West Ham,West Ham - Crystal Palace,6.745
Cheikhou Kouyate,West Ham,West Ham - Everton,7.12
Cheikhou Kouyate,West Ham,West Ham - Huddersfield,6.465
Cheikhou Kouyate,West Ham,West Ham - Leicester,7.525
Cheikhou Kouyate,West Ham,West Ham - Liverpool,4.95
Cheikhou Kouyate,West Ham,West Ham - Manchester City,5.41
Cheikhou Kouyate,West Ham,West Ham - Manchester United,7.075
Cheikhou Kouyate,West Ham,West Ham - Newcastle United,6.375
Cheikhou Kouyate,West Ham,West Ham - Southampton,7.390000000000001
Cheikhou Kouyate,West Ham,West Ham - Stoke,6.41
Cheikhou Kouyate,West Ham,West Ham - Swansea,6.555
Cheikhou Kouyate,West Ham,West Ham - Tottenham,6.99
Cheikhou Kouyate,West Ham,West Ham - Watford,6.5600000000000005
Cheikhou Kouyate,West Ham,West Ham - West Bromwich Albion,6.5600000000000005
Chicharito,West Ham,Arsenal - West Ham,6.125
Chicharito,West Ham,Bournemouth - West Ham,6.195
Chicharito,West Ham,Brighton - West Ham,6.8
Chicharito,West Ham,Burnley - West Ham,6.325
Chicharito,West Ham,Chelsea - West Ham,7.5649999999999995
Chicharito,West Ham,Crystal Palace - West Ham,7.165
Chicharito,West Ham,Manchester United - West Ham,6.075
Chicharito,West Ham,Newcastle United - West Ham,5.75
Chicharito,West Ham,Southampton - West Ham,8.719999999999999
Chicharito,West Ham,Swansea - West Ham,4.51
Chicharito,West Ham,Tottenham - West Ham,6.27
Chicharito,West Ham,West Bromwich Albion - West Ham,6.0600000000000005
Chicharito,West Ham,West Ham - Arsenal,6.34
Chicharito,West Ham,West Ham - Bournemouth,6.970000000000001
Chicharito,West Ham,West Ham - Brighton,5.885
Chicharito,West Ham,West Ham - Burnley,6.3
Chicharito,West Ham,West Ham - Crystal Palace,7.18
Chicharito,West Ham,West Ham - Huddersfield,6.785
Chicharito,West Ham,West Ham - Liverpool,4.965
Chicharito,West Ham,West Ham - Manchester City,5.525
Chicharito,West Ham,West Ham - Newcastle United,6.029999999999999
Chicharito,West Ham,West Ham - Stoke,6.55
Chicharito,West Ham,West Ham - Swansea,6.140000000000001
Chicharito,West Ham,West Ham - Tottenham,7.16
Chicharito,West Ham,West Ham - Watford,7.390000000000001
Chicharito,West Ham,West Ham - West Bromwich Albion,6.055
Chris Brunt,West Bromwich Albion,Bournemouth - West Bromwich Albion,6.99
Chris Brunt,West Bromwich Albion,Burnley - West Bromwich Albion,6.215
Chris Brunt,West Bromwich Albion,Chelsea - West Bromwich Albion,5.5
Chris Brunt,West Bromwich Albion,Crystal Palace - West Bromwich Albion,6.015000000000001
Chris Brunt,West Bromwich Albion,Everton - West Bromwich Albion,6.285
Chris Brunt,West Bromwich Albion,Liverpool - West Bromwich Albion,5.98
Chris Brunt,West Bromwich Albion,Manchester United - West Bromwich Albion,6.515000000000001
Chris Brunt,West Bromwich Albion,Newcastle United - West Bromwich Albion,7.045
Chris Brunt,West Bromwich Albion,Stoke - West Bromwich Albion,7.465
Chris Brunt,West Bromwich Albion,Swansea - West Bromwich Albion,6.06
Chris Brunt,West Bromwich Albion,Watford - West Bromwich Albion,6.555
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Arsenal,5.99
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Bournemouth,7.365
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Brighton,7.109999999999999
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Burnley,6.055
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Everton,6.8
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Huddersfield,6.795
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Leicester,5.52
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Liverpool,7.82
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Manchester United,6.1850000000000005
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Southampton,6.88
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Stoke,5.955
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Swansea,6.99
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Tottenham,7.02
Chris Brunt,West Bromwich Albion,West Bromwich Albion - Watford,7.1
Chris Brunt,West Bromwich Albion,West Bromwich Albion - West Ham,6.365
Chris Lowe,Huddersfield,Arsenal - Huddersfield,5.895
Chris Lowe,Huddersfield,Burnley - Huddersfield,6.605
Chris Lowe,Huddersfield,Chelsea - Huddersfield,6.795
Chris Lowe,Huddersfield,Crystal Palace - Huddersfield,7.55
Chris Lowe,Huddersfield,Huddersfield - Arsenal,6.404999999999999
Chris Lowe,Huddersfield,Huddersfield - Brighton,7.16
Chris Lowe,Huddersfield,Huddersfield - Chelsea,4.779999999999999
Chris Lowe,Huddersfield,Huddersfield - Crystal Palace,6.305
Chris Lowe,Huddersfield,Huddersfield - Leicester,6.675
Chris Lowe,Huddersfield,Huddersfield - Liverpool,5.98
Chris Lowe,Huddersfield,Huddersfield - Manchester City,5.43
Chris Lowe,Huddersfield,Huddersfield - Manchester United,6.76
Chris Lowe,Huddersfield,Huddersfield - Newcastle United,7.625
Chris Lowe,Huddersfield,Huddersfield - Southampton,7.145
Chris Lowe,Huddersfield,Huddersfield - Stoke,6.615
Chris Lowe,Huddersfield,Huddersfield - Tottenham,4.65
Chris Lowe,Huddersfield,Huddersfield - West Bromwich Albion,6.205
Chris Lowe,Huddersfield,Leicester - Huddersfield,6.41
Chris Lowe,Huddersfield,Liverpool - Huddersfield,5.795
Chris Lowe,Huddersfield,Manchester City - Huddersfield,6.755
Chris Lowe,Huddersfield,Swansea - Huddersfield,6.2
Chris Lowe,Huddersfield,Watford - Huddersfield,5.9
Chris Lowe,Huddersfield,West Ham - Huddersfield,6.325
Chris Smalling,Manchester United,Arsenal - Manchester United,6.93
Chris Smalling,Manchester United,Bournemouth - Manchester United,8.129999999999999
Chris Smalling,Manchester United,Brighton - Manchester United,6.484999999999999
Chris Smalling,Manchester United,Burnley - Manchester United,7.73
Chris Smalling,Manchester United,Chelsea - Manchester United,6.295
Chris Smalling,Manchester United,Crystal Palace - Manchester United,7.71
Chris Smalling,Manchester United,Huddersfield - Manchester United,5.795
Chris Smalling,Manchester United,Leicester - Manchester United,5.765000000000001
Chris Smalling,Manchester United,Liverpool - Manchester United,6.970000000000001
Chris Smalling,Manchester United,Manchester City - Manchester United,6.7
Chris Smalling,Manchester United,Manchester United - Arsenal,6.24
Chris Smalling,Manchester United,Manchester United - Bournemouth,7.035
Chris Smalling,Manchester United,Manchester United - Brighton,7.2
Chris Smalling,Manchester United,Manchester United - Chelsea,6.8
Chris Smalling,Manchester United,Manchester United - Crystal Palace,6.9
Chris Smalling,Manchester United,Manchester United - Huddersfield,7.355
Chris Smalling,Manchester United,Manchester United - Liverpool,7.38
Chris Smalling,Manchester United,Manchester United - Manchester City,6.035
Chris Smalling,Manchester United,Manchester United - Newcastle United,6.585
Chris Smalling,Manchester United,Manchester United - Stoke,7.23
Chris Smalling,Manchester United,Manchester United - Swansea,6.71
Chris Smalling,Manchester United,Manchester United - Tottenham,7.71
Chris Smalling,Manchester United,Manchester United - West Bromwich Albion,5.98
Chris Smalling,Manchester United,Newcastle United - Manchester United,5.970000000000001
Chris Smalling,Manchester United,Tottenham - Manchester United,7.44
Chris Smalling,Manchester United,Watford - Manchester United,6.4350000000000005
Chris Smalling,Manchester United,West Bromwich Albion - Manchester United,7.115
Chris Smalling,Manchester United,West Ham - Manchester United,5.915
Chris Wood,Burnley,Bournemouth - Burnley,7.95
Chris Wood,Burnley,Brighton - Burnley,6.26
Chris Wood,Burnley,Burnley - Arsenal,5.86
Chris Wood,Burnley,Burnley - Bournemouth,7.175
Chris Wood,Burnley,Burnley - Brighton,6.035
Chris Wood,Burnley,Burnley - Chelsea,5.925
Chris Wood,Burnley,Burnley - Crystal Palace,7.529999999999999
Chris Wood,Burnley,Burnley - Everton,7.055
Chris Wood,Burnley,Burnley - Huddersfield,6.279999999999999
Chris Wood,Burnley,Burnley - Leicester,7.16
Chris Wood,Burnley,Burnley - Stoke,6.07
Chris Wood,Burnley,Burnley - Tottenham,5.545
Chris Wood,Burnley,Burnley - Watford,6.615
Chris Wood,Burnley,Burnley - West Ham,7.115
Chris Wood,Burnley,Everton - Burnley,7.18
Chris Wood,Burnley,Leicester - Burnley,5.975
Chris Wood,Burnley,Liverpool - Burnley,6.285
Chris Wood,Burnley,Manchester City - Burnley,6.055
Chris Wood,Burnley,Southampton - Burnley,6.07
Chris Wood,Burnley,Stoke - Burnley,6.1850000000000005
Chris Wood,Burnley,Tottenham - Burnley,7.67
Chris Wood,Burnley,Watford - Burnley,6.325
Chris Wood,Burnley,West Bromwich Albion - Burnley,7.3
Chris Wood,Burnley,West Ham - Burnley,8.785
Christian Atsu,Newcastle United,Arsenal - Newcastle United,5.115
Christian Atsu,Newcastle United,Bournemouth - Newcastle United,6.225
Christian Atsu,Newcastle United,Brighton - Newcastle United,6.095000000000001
Christian Atsu,Newcastle United,Burnley - Newcastle United,5.615
Christian Atsu,Newcastle United,Crystal Palace - Newcastle United,6.140000000000001
Christian Atsu,Newcastle United,Huddersfield - Newcastle United,6.109999999999999
Christian Atsu,Newcastle United,Leicester - Newcastle United,5.945
Christian Atsu,Newcastle United,Liverpool - Newcastle United,6.3100000000000005
Christian Atsu,Newcastle United,Manchester City - Newcastle United,5.955
Christian Atsu,Newcastle United,Newcastle United - Bournemouth,5.775
Christian Atsu,Newcastle United,Newcastle United - Brighton,6.255
Christian Atsu,Newcastle United,Newcastle United - Burnley,6.245
Christian Atsu,Newcastle United,Newcastle United - Crystal Palace,6.555
Christian Atsu,Newcastle United,Newcastle United - Everton,6.325
Christian Atsu,Newcastle United,Newcastle United - Huddersfield,6.525
Christian Atsu,Newcastle United,Newcastle United - Leicester,5.779999999999999
Christian Atsu,Newcastle United,Newcastle United - Liverpool,6.205
Christian Atsu,Newcastle United,Newcastle United - Manchester City,5.775
Christian Atsu,Newcastle United,Newcastle United - Manchester United,5.745
Christian Atsu,Newcastle United,Newcastle United - Southampton,6.1850000000000005
Christian Atsu,Newcastle United,Newcastle United - Stoke,7.34
Christian Atsu,Newcastle United,Newcastle United - Swansea,6.665
Christian Atsu,Newcastle United,Newcastle United - Tottenham,6.42
Christian Atsu,Newcastle United,Newcastle United - West Ham,7.390000000000001
Christian Atsu,Newcastle United,Southampton - Newcastle United,5.68
Christian Atsu,Newcastle United,Stoke - Newcastle United,6.175
Christian Atsu,Newcastle United,Swansea - Newcastle United,6.09
Christian Atsu,Newcastle United,West Ham - Newcastle United,7.865
Christian Benteke,Crystal Palace,Arsenal - Crystal Palace,5.5
Christian Benteke,Crystal Palace,Brighton - Crystal Palace,6.43
Christian Benteke,Crystal Palace,Burnley - Crystal Palace,5.32
Christian Benteke,Crystal Palace,Chelsea - Crystal Palace,6.135
Christian Benteke,Crystal Palace,Crystal Palace - Arsenal,6.01
Christian Benteke,Crystal Palace,Crystal Palace - Bournemouth,5.904999999999999
Christian Benteke,Crystal Palace,Crystal Palace - Brighton,6.0649999999999995
Christian Benteke,Crystal Palace,Crystal Palace - Burnley,6.45
Christian Benteke,Crystal Palace,Crystal Palace - Huddersfield,5.66
Christian Benteke,Crystal Palace,Crystal Palace - Leicester,7.035
Christian Benteke,Crystal Palace,Crystal Palace - Liverpool,5.625
Christian Benteke,Crystal Palace,Crystal Palace - Manchester City,6.975
Christian Benteke,Crystal Palace,Crystal Palace - Manchester United,7.79
Christian Benteke,Crystal Palace,Crystal Palace - Newcastle United,7.11
Christian Benteke,Crystal Palace,Crystal Palace - Southampton,6.27
Christian Benteke,Crystal Palace,Crystal Palace - Stoke,6.8
Christian Benteke,Crystal Palace,Crystal Palace - Swansea,5.345000000000001
Christian Benteke,Crystal Palace,Crystal Palace - Tottenham,6.615
Christian Benteke,Crystal Palace,Crystal Palace - Watford,5.835
Christian Benteke,Crystal Palace,Crystal Palace - West Bromwich Albion,6.26
Christian Benteke,Crystal Palace,Everton - Crystal Palace,6.55
Christian Benteke,Crystal Palace,Huddersfield - Crystal Palace,7.359999999999999
Christian Benteke,Crystal Palace,Leicester - Crystal Palace,8.29
Christian Benteke,Crystal Palace,Liverpool - Crystal Palace,5.359999999999999
Christian Benteke,Crystal Palace,Manchester City - Crystal Palace,5.720000000000001
Christian Benteke,Crystal Palace,Southampton - Crystal Palace,7.390000000000001
Christian Benteke,Crystal Palace,Stoke - Crystal Palace,5.734999999999999
Christian Benteke,Crystal Palace,West Bromwich Albion - Crystal Palace,7.2
Christian Benteke,Crystal Palace,West Ham - Crystal Palace,6.615
Christian Eriksen,Tottenham,Arsenal - Tottenham,6.12
Christian Eriksen,Tottenham,Bournemouth - Tottenham,8.51
Christian Eriksen,Tottenham,Brighton - Tottenham,6.74
Christian Eriksen,Tottenham,Burnley - Tottenham,6.99
Christian Eriksen,Tottenham,Chelsea - Tottenham,8.004999999999999
Christian Eriksen,Tottenham,Crystal Palace - Tottenham,7.08
Christian Eriksen,Tottenham,Everton - Tottenham,7.54
Christian Eriksen,Tottenham,Huddersfield - Tottenham,6.984999999999999
Christian Eriksen,Tottenham,Leicester - Tottenham,5.59
Christian Eriksen,Tottenham,Liverpool - Tottenham,6.705
Christian Eriksen,Tottenham,Manchester City - Tottenham,6.84
Christian Eriksen,Tottenham,Manchester United - Tottenham,6.555
Christian Eriksen,Tottenham,Newcastle United - Tottenham,8.135
Christian Eriksen,Tottenham,Stoke - Tottenham,8.175
Christian Eriksen,Tottenham,Swansea - Tottenham,7.975
Christian Eriksen,Tottenham,Tottenham - Arsenal,7.37
Christian Eriksen,Tottenham,Tottenham - Bournemouth,8.15
Christian Eriksen,Tottenham,Tottenham - Brighton,7.025
Christian Eriksen,Tottenham,Tottenham - Burnley,6.025
Christian Eriksen,Tottenham,Tottenham - Chelsea,6.715
Christian Eriksen,Tottenham,Tottenham - Crystal Palace,6.375
Christian Eriksen,Tottenham,Tottenham - Everton,7.54
Christian Eriksen,Tottenham,Tottenham - Huddersfield,7.234999999999999
Christian Eriksen,Tottenham,Tottenham - Leicester,7.33
Christian Eriksen,Tottenham,Tottenham - Liverpool,7.43
Christian Eriksen,Tottenham,Tottenham - Manchester City,7.37
Christian Eriksen,Tottenham,Tottenham - Manchester United,8.675
Christian Eriksen,Tottenham,Tottenham - Newcastle United,6.51
Christian Eriksen,Tottenham,Tottenham - Southampton,8.35
Christian Eriksen,Tottenham,Tottenham - Stoke,7.855
Christian Eriksen,Tottenham,Tottenham - Swansea,6.63
Christian Eriksen,Tottenham,Tottenham - Watford,7.215
Christian Eriksen,Tottenham,Tottenham - West Bromwich Albion,5.5600000000000005
Christian Eriksen,Tottenham,Tottenham - West Ham,6.82
Christian Eriksen,Tottenham,Watford - Tottenham,7.029999999999999
Christian Eriksen,Tottenham,West Bromwich Albion - Tottenham,6.705
Christian Eriksen,Tottenham,West Ham - Tottenham,7.859999999999999
Christian Fuchs,Leicester,Arsenal - Leicester,5.585
Christian Fuchs,Leicester,Bournemouth - Leicester,7.495
Christian Fuchs,Leicester,Brighton - Leicester,6.29
Christian Fuchs,Leicester,Chelsea - Leicester,5.66
Christian Fuchs,Leicester,Everton - Leicester,6.01
Christian Fuchs,Leicester,Leicester - Arsenal,6.465
Christian Fuchs,Leicester,Leicester - Bournemouth,6.345000000000001
Christian Fuchs,Leicester,Leicester - Brighton,6.63
Christian Fuchs,Leicester,Leicester - Chelsea,6.57
Christian Fuchs,Leicester,Leicester - Everton,7.1
Christian Fuchs,Leicester,Leicester - Huddersfield,7.2
Christian Fuchs,Leicester,Leicester - Manchester City,6.27
Christian Fuchs,Leicester,Leicester - Manchester United,6.3100000000000005
Christian Fuchs,Leicester,Leicester - Swansea,6.665
Christian Fuchs,Leicester,Leicester - West Bromwich Albion,6.8149999999999995
Christian Fuchs,Leicester,Leicester - West Ham,6.59
Christian Fuchs,Leicester,Liverpool - Leicester,6.455
Christian Fuchs,Leicester,Manchester City - Leicester,4.83
Christian Fuchs,Leicester,Manchester United - Leicester,6.365
Christian Fuchs,Leicester,Newcastle United - Leicester,5.89
Christian Fuchs,Leicester,Southampton - Leicester,7.115
Christian Fuchs,Leicester,Stoke - Leicester,5.855
Christian Fuchs,Leicester,Swansea - Leicester,6.609999999999999
Christian Fuchs,Leicester,Tottenham - Leicester,4.84
Christian Fuchs,Leicester,West Ham - Leicester,6.795
Christian Kabasele,Watford,Bournemouth - Watford,6.135
Christian Kabasele,Watford,Brighton - Watford,6.475
Christian Kabasele,Watford,Burnley - Watford,6.175
Christian Kabasele,Watford,Chelsea - Watford,6.21
Christian Kabasele,Watford,Crystal Palace - Watford,6.075
Christian Kabasele,Watford,Everton - Watford,7.279999999999999
Christian Kabasele,Watford,Leicester - Watford,6.225
Christian Kabasele,Watford,Manchester City - Watford,4.795
Christian Kabasele,Watford,Manchester United - Watford,6.3
Christian Kabasele,Watford,Newcastle United - Watford,7.865
Christian Kabasele,Watford,Southampton - Watford,6.904999999999999
Christian Kabasele,Watford,Stoke - Watford,6.5649999999999995
Christian Kabasele,Watford,Swansea - Watford,6.62
Christian Kabasele,Watford,Tottenham - Watford,5.859999999999999
Christian Kabasele,Watford,Watford - Arsenal,6.575
Christian Kabasele,Watford,Watford - Brighton,6.845000000000001
Christian Kabasele,Watford,Watford - Crystal Palace,6.75
Christian Kabasele,Watford,Watford - Huddersfield,5.785
Christian Kabasele,Watford,Watford - Leicester,7.58
Christian Kabasele,Watford,Watford - Manchester City,4.0649999999999995
Christian Kabasele,Watford,Watford - Manchester United,5.925
Christian Kabasele,Watford,Watford - Newcastle United,7.035
Christian Kabasele,Watford,Watford - Southampton,6.975
Christian Kabasele,Watford,Watford - Stoke,6.495
Christian Kabasele,Watford,Watford - Swansea,6.615
Christian Kabasele,Watford,Watford - Tottenham,7.220000000000001
Christian Kabasele,Watford,Watford - West Ham,6.92
Christian Kabasele,Watford,West Bromwich Albion - Watford,6.79
Christopher Schindler,Huddersfield,Arsenal - Huddersfield,5.79
Christopher Schindler,Huddersfield,Brighton - Huddersfield,6.25
Christopher Schindler,Huddersfield,Burnley - Huddersfield,8.23
Christopher Schindler,Huddersfield,Chelsea - Huddersfield,7.495
Christopher Schindler,Huddersfield,Crystal Palace - Huddersfield,7.695
Christopher Schindler,Huddersfield,Everton - Huddersfield,6.720000000000001
Christopher Schindler,Huddersfield,Huddersfield - Arsenal,7.18
Christopher Schindler,Huddersfield,Huddersfield - Bournemouth,6.99
Christopher Schindler,Huddersfield,Huddersfield - Brighton,7.18
Christopher Schindler,Huddersfield,Huddersfield - Burnley,7.59
Christopher Schindler,Huddersfield,Huddersfield - Chelsea,5.41
Christopher Schindler,Huddersfield,Huddersfield - Crystal Palace,6.29
Christopher Schindler,Huddersfield,Huddersfield - Everton,6.859999999999999
Christopher Schindler,Huddersfield,Huddersfield - Leicester,7.025
Christopher Schindler,Huddersfield,Huddersfield - Liverpool,6.29
Christopher Schindler,Huddersfield,Huddersfield - Manchester City,7.67
Christopher Schindler,Huddersfield,Huddersfield - Manchester United,7.13
Christopher Schindler,Huddersfield,Huddersfield - Newcastle United,7.835
Christopher Schindler,Huddersfield,Huddersfield - Southampton,7.109999999999999
Christopher Schindler,Huddersfield,Huddersfield - Stoke,6.3149999999999995
Christopher Schindler,Huddersfield,Huddersfield - Swansea,6.645
Christopher Schindler,Huddersfield,Huddersfield - Tottenham,6.015000000000001
Christopher Schindler,Huddersfield,Huddersfield - Watford,7.23
Christopher Schindler,Huddersfield,Huddersfield - West Bromwich Albion,5.92
Christopher Schindler,Huddersfield,Huddersfield - West Ham,5.77
Christopher Schindler,Huddersfield,Leicester - Huddersfield,7.305
Christopher Schindler,Huddersfield,Liverpool - Huddersfield,6.1
Christopher Schindler,Huddersfield,Manchester City - Huddersfield,6.91
Christopher Schindler,Huddersfield,Manchester United - Huddersfield,5.73
Christopher Schindler,Huddersfield,Newcastle United - Huddersfield,6.555
Christopher Schindler,Huddersfield,Southampton - Huddersfield,7.029999999999999
Christopher Schindler,Huddersfield,Stoke - Huddersfield,6.645
Christopher Schindler,Huddersfield,Swansea - Huddersfield,6.25
Christopher Schindler,Huddersfield,Tottenham - Huddersfield,6.0649999999999995
Christopher Schindler,Huddersfield,Watford - Huddersfield,7.140000000000001
Christopher Schindler,Huddersfield,West Bromwich Albion - Huddersfield,6.6899999999999995
Christopher Schindler,Huddersfield,West Ham - Huddersfield,6.93
Chung-Yong Lee,Crystal Palace,Burnley - Crystal Palace,4.220000000000001
Chung-Yong Lee,Crystal Palace,Chelsea - Crystal Palace,6.12
Chung-Yong Lee,Crystal Palace,Crystal Palace - Leicester,6.05
Chung-Yong Lee,Crystal Palace,Crystal Palace - Swansea,5.595000000000001
Chung-Yong Lee,Crystal Palace,Crystal Palace - West Bromwich Albion,6.1
Ciaran Clark,Newcastle United,Brighton - Newcastle United,6.555
Ciaran Clark,Newcastle United,Chelsea - Newcastle United,5.085
Ciaran Clark,Newcastle United,Crystal Palace - Newcastle United,6.675
