player,team,match,rating
Alex Oxlade-Chamberlain,Liverpool,Manchester City - Liverpool,5.975
Alex Oxlade-Chamberlain,Liverpool,Manchester United - Liverpool,5.484999999999999
Alex Oxlade-Chamberlain,Liverpool,Newcastle United - Liverpool,5.99
Alex Oxlade-Chamberlain,Liverpool,Southampton - Liverpool,6.859999999999999
Alex Oxlade-Chamberlain,Liverpool,Stoke - Liverpool,6.42
Alex Oxlade-Chamberlain,Liverpool,Swansea - Liverpool,5.975
Alex Oxlade-Chamberlain,Liverpool,Tottenham - Liverpool,5.63
Alex Oxlade-Chamberlain,Liverpool,West Bromwich Albion - Liverpool,6.925
Alex Oxlade-Chamberlain,Liverpool,West Ham - Liverpool,7.48
Alex Pritchard,Huddersfield,Brighton - Huddersfield,7.555
Alex Pritchard,Huddersfield,Chelsea - Huddersfield,6.62
Alex Pritchard,Huddersfield,Huddersfield - Arsenal,6.96
Alex Pritchard,Huddersfield,Huddersfield - Bournemouth,8.145
Alex Pritchard,Huddersfield,Huddersfield - Crystal Palace,5.5600000000000005
Alex Pritchard,Huddersfield,Huddersfield - Everton,6.7
Alex Pritchard,Huddersfield,Huddersfield - Swansea,6.335
Alex Pritchard,Huddersfield,Huddersfield - Watford,6.255
Alex Pritchard,Huddersfield,Huddersfield - West Ham,6.075
Alex Pritchard,Huddersfield,Manchester City - Huddersfield,7.445
Alex Pritchard,Huddersfield,Newcastle United - Huddersfield,6.855
Alex Pritchard,Huddersfield,Stoke - Huddersfield,5.404999999999999
Alex Pritchard,Huddersfield,Tottenham - Huddersfield,5.595000000000001
Alex Pritchard,Huddersfield,West Bromwich Albion - Huddersfield,7.385
Alexander Srrloth,Crystal Palace,Chelsea - Crystal Palace,6.59
Alexander Srrloth,Crystal Palace,Crystal Palace - Manchester United,7.27
Alexander Srrloth,Crystal Palace,Crystal Palace - Tottenham,6.75
Alexander Srrloth,Crystal Palace,Everton - Crystal Palace,7.8
Alexandre Lacazette,Arsenal,Arsenal - Bournemouth,8.085
Alexandre Lacazette,Arsenal,Arsenal - Brighton,7.029999999999999
Alexandre Lacazette,Arsenal,Arsenal - Burnley,8.16
Alexandre Lacazette,Arsenal,Arsenal - Chelsea,6.35
Alexandre Lacazette,Arsenal,Arsenal - Crystal Palace,7.87
Alexandre Lacazette,Arsenal,Arsenal - Huddersfield,7.255
Alexandre Lacazette,Arsenal,Arsenal - Leicester,8.235
Alexandre Lacazette,Arsenal,Arsenal - Liverpool,7.09
Alexandre Lacazette,Arsenal,Arsenal - Manchester United,6.885
Alexandre Lacazette,Arsenal,Arsenal - Newcastle United,5.83
Alexandre Lacazette,Arsenal,Arsenal - Southampton,6.025
Alexandre Lacazette,Arsenal,Arsenal - Stoke,7.415
Alexandre Lacazette,Arsenal,Arsenal - Swansea,6.34
Alexandre Lacazette,Arsenal,Arsenal - Tottenham,7.605
Alexandre Lacazette,Arsenal,Arsenal - West Bromwich Albion,8.35
Alexandre Lacazette,Arsenal,Arsenal - West Ham,7.995
Alexandre Lacazette,Arsenal,Bournemouth - Arsenal,5.635
Alexandre Lacazette,Arsenal,Burnley - Arsenal,6.404999999999999
Alexandre Lacazette,Arsenal,Chelsea - Arsenal,5.484999999999999
Alexandre Lacazette,Arsenal,Crystal Palace - Arsenal,6.195
Alexandre Lacazette,Arsenal,Everton - Arsenal,7.3149999999999995
Alexandre Lacazette,Arsenal,Huddersfield - Arsenal,7.035
Alexandre Lacazette,Arsenal,Liverpool - Arsenal,6.035
Alexandre Lacazette,Arsenal,Manchester City - Arsenal,6.390000000000001
Alexandre Lacazette,Arsenal,Newcastle United - Arsenal,7.205
Alexandre Lacazette,Arsenal,Southampton - Arsenal,6.220000000000001
Alexandre Lacazette,Arsenal,Stoke - Arsenal,5.92
Alexandre Lacazette,Arsenal,Swansea - Arsenal,5.635
Alexandre Lacazette,Arsenal,Tottenham - Arsenal,5.359999999999999
Alexandre Lacazette,Arsenal,Watford - Arsenal,6.8100000000000005
Alexandre Lacazette,Arsenal,West Bromwich Albion - Arsenal,6.7
Alexandre Lacazette,Arsenal,West Ham - Arsenal,6.05
Alexis Sanchez,Arsenal,Arsenal - Bournemouth,6.68
Alexis Sanchez,Arsenal,Arsenal - Brighton,8.379999999999999
Alexis Sanchez,Arsenal,Arsenal - Chelsea,6.725
Alexis Sanchez,Arsenal,Arsenal - Huddersfield,7.91
Alexis Sanchez,Arsenal,Arsenal - Liverpool,7.165
Alexis Sanchez,Arsenal,Arsenal - Manchester United,6.12
Alexis Sanchez,Arsenal,Arsenal - Newcastle United,6.455
Alexis Sanchez,Arsenal,Arsenal - Swansea,6.515000000000001
Alexis Sanchez,Arsenal,Arsenal - Tottenham,8.2
Alexis Sanchez,Arsenal,Arsenal - West Bromwich Albion,8.0
Alexis Sanchez,Arsenal,Burnley - Arsenal,7.365
Alexis Sanchez,Arsenal,Chelsea - Arsenal,6.029999999999999
Alexis Sanchez,Arsenal,Crystal Palace - Arsenal,8.9
Alexis Sanchez,Arsenal,Everton - Arsenal,8.14
Alexis Sanchez,Arsenal,Liverpool - Arsenal,6.1850000000000005
Alexis Sanchez,Arsenal,Manchester City - Arsenal,5.41
Alexis Sanchez,Arsenal,Southampton - Arsenal,6.465
Alexis Sanchez,Arsenal,West Bromwich Albion - Arsenal,7.135
Alexis Sanchez,Arsenal,West Ham - Arsenal,5.95
Alexis Sanchez,Manchester United,Crystal Palace - Manchester United,6.195
Alexis Sanchez,Manchester United,Manchester City - Manchester United,7.825
Alexis Sanchez,Manchester United,Manchester United - Arsenal,5.99
Alexis Sanchez,Manchester United,Manchester United - Chelsea,6.38
Alexis Sanchez,Manchester United,Manchester United - Huddersfield,8.370000000000001
Alexis Sanchez,Manchester United,Manchester United - Liverpool,6.715
Alexis Sanchez,Manchester United,Manchester United - Swansea,8.215
Alexis Sanchez,Manchester United,Manchester United - Watford,6.035
Alexis Sanchez,Manchester United,Manchester United - West Bromwich Albion,5.95
Alexis Sanchez,Manchester United,Newcastle United - Manchester United,6.575
Alexis Sanchez,Manchester United,Tottenham - Manchester United,6.12
Alexis Sanchez,Manchester United,West Ham - Manchester United,7.005
Alfie Mawson,Swansea,Arsenal - Swansea,6.45
Alfie Mawson,Swansea,Bournemouth - Swansea,6.765000000000001
Alfie Mawson,Swansea,Brighton - Swansea,5.865
Alfie Mawson,Swansea,Burnley - Swansea,6.425
Alfie Mawson,Swansea,Chelsea - Swansea,7.07
Alfie Mawson,Swansea,Crystal Palace - Swansea,7.140000000000001
Alfie Mawson,Swansea,Everton - Swansea,5.77
Alfie Mawson,Swansea,Huddersfield - Swansea,7.55
Alfie Mawson,Swansea,Leicester - Swansea,7.23
Alfie Mawson,Swansea,Liverpool - Swansea,4.945
Alfie Mawson,Swansea,Manchester City - Swansea,5.75
Alfie Mawson,Swansea,Manchester United - Swansea,5.66
Alfie Mawson,Swansea,Newcastle United - Swansea,6.91
Alfie Mawson,Swansea,Southampton - Swansea,6.51
Alfie Mawson,Swansea,Stoke - Swansea,6.215
Alfie Mawson,Swansea,Swansea - Arsenal,7.65
Alfie Mawson,Swansea,Swansea - Bournemouth,7.525
Alfie Mawson,Swansea,Swansea - Brighton,6.555
Alfie Mawson,Swansea,Swansea - Burnley,7.365
Alfie Mawson,Swansea,Swansea - Chelsea,6.955
Alfie Mawson,Swansea,Swansea - Crystal Palace,6.855
Alfie Mawson,Swansea,Swansea - Everton,6.885
Alfie Mawson,Swansea,Swansea - Huddersfield,6.5649999999999995
Alfie Mawson,Swansea,Swansea - Leicester,7.385
Alfie Mawson,Swansea,Swansea - Liverpool,8.14
Alfie Mawson,Swansea,Swansea - Manchester City,5.904999999999999
Alfie Mawson,Swansea,Swansea - Manchester United,5.305
Alfie Mawson,Swansea,Swansea - Newcastle United,6.38
Alfie Mawson,Swansea,Swansea - Southampton,6.4399999999999995
Alfie Mawson,Swansea,Swansea - Stoke,6.42
Alfie Mawson,Swansea,Swansea - Tottenham,6.28
Alfie Mawson,Swansea,Swansea - Watford,5.18
Alfie Mawson,Swansea,Swansea - West Bromwich Albion,7.295
Alfie Mawson,Swansea,Swansea - West Ham,7.720000000000001
Alfie Mawson,Swansea,Tottenham - Swansea,6.83
Alfie Mawson,Swansea,Watford - Swansea,6.705
Alfie Mawson,Swansea,West Bromwich Albion - Swansea,6.385
Alfie Mawson,Swansea,West Ham - Swansea,7.5
Allan-Romeo Nyom,West Bromwich Albion,Arsenal - West Bromwich Albion,5.915
Allan-Romeo Nyom,West Bromwich Albion,Bournemouth - West Bromwich Albion,6.82
Allan-Romeo Nyom,West Bromwich Albion,Brighton - West Bromwich Albion,5.255
Allan-Romeo Nyom,West Bromwich Albion,Burnley - West Bromwich Albion,6.279999999999999
Allan-Romeo Nyom,West Bromwich Albion,Crystal Palace - West Bromwich Albion,5.7
Allan-Romeo Nyom,West Bromwich Albion,Huddersfield - West Bromwich Albion,6.154999999999999
Allan-Romeo Nyom,West Bromwich Albion,Liverpool - West Bromwich Albion,7.23
Allan-Romeo Nyom,West Bromwich Albion,Manchester City - West Bromwich Albion,6.27
Allan-Romeo Nyom,West Bromwich Albion,Manchester United - West Bromwich Albion,6.779999999999999
Allan-Romeo Nyom,West Bromwich Albion,Newcastle United - West Bromwich Albion,6.995
Allan-Romeo Nyom,West Bromwich Albion,Southampton - West Bromwich Albion,6.27
Allan-Romeo Nyom,West Bromwich Albion,Stoke - West Bromwich Albion,5.71
Allan-Romeo Nyom,West Bromwich Albion,Swansea - West Bromwich Albion,5.675
Allan-Romeo Nyom,West Bromwich Albion,Tottenham - West Bromwich Albion,6.4
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Arsenal,5.51
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Bournemouth,6.9399999999999995
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Brighton,6.08
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Burnley,6.195
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Crystal Palace,6.984999999999999
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Leicester,5.445
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Liverpool,7.41
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Manchester City,6.175
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Manchester United,6.915
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Newcastle United,6.495
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Southampton,6.085
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Stoke,7.33
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Swansea,6.175
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - Tottenham,6.515000000000001
Allan-Romeo Nyom,West Bromwich Albion,West Bromwich Albion - West Ham,6.25
Alvaro Morata,Chelsea,Arsenal - Chelsea,6.43
Alvaro Morata,Chelsea,Bournemouth - Chelsea,6.88
Alvaro Morata,Chelsea,Burnley - Chelsea,6.145
Alvaro Morata,Chelsea,Chelsea - Arsenal,6.154999999999999
Alvaro Morata,Chelsea,Chelsea - Brighton,7.48
Alvaro Morata,Chelsea,Chelsea - Burnley,6.82
Alvaro Morata,Chelsea,Chelsea - Crystal Palace,5.9399999999999995
Alvaro Morata,Chelsea,Chelsea - Everton,7.885
Alvaro Morata,Chelsea,Chelsea - Huddersfield,6.01
Alvaro Morata,Chelsea,Chelsea - Leicester,5.24
Alvaro Morata,Chelsea,Chelsea - Manchester City,6.15
Alvaro Morata,Chelsea,Chelsea - Manchester United,7.865
Alvaro Morata,Chelsea,Chelsea - Newcastle United,7.81
Alvaro Morata,Chelsea,Chelsea - Southampton,6.279999999999999
Alvaro Morata,Chelsea,Chelsea - Stoke,6.415
Alvaro Morata,Chelsea,Chelsea - Swansea,6.975
Alvaro Morata,Chelsea,Chelsea - Tottenham,6.6
Alvaro Morata,Chelsea,Chelsea - Watford,5.609999999999999
Alvaro Morata,Chelsea,Chelsea - West Bromwich Albion,6.32
Alvaro Morata,Chelsea,Chelsea - West Ham,6.915
Alvaro Morata,Chelsea,Leicester - Chelsea,7.085
Alvaro Morata,Chelsea,Liverpool - Chelsea,6.29
Alvaro Morata,Chelsea,Manchester United - Chelsea,6.720000000000001
Alvaro Morata,Chelsea,Newcastle United - Chelsea,5.95
Alvaro Morata,Chelsea,Southampton - Chelsea,6.05
Alvaro Morata,Chelsea,Stoke - Chelsea,9.225
Alvaro Morata,Chelsea,Swansea - Chelsea,5.029999999999999
Alvaro Morata,Chelsea,Tottenham - Chelsea,6.1899999999999995
Alvaro Morata,Chelsea,West Bromwich Albion - Chelsea,8.34
Alvaro Morata,Chelsea,West Ham - Chelsea,5.765000000000001
Ander Herrera,Manchester United,Arsenal - Manchester United,6.09
Ander Herrera,Manchester United,Bournemouth - Manchester United,7.470000000000001
Ander Herrera,Manchester United,Chelsea - Manchester United,6.27
Ander Herrera,Manchester United,Everton - Manchester United,6.535
Ander Herrera,Manchester United,Huddersfield - Manchester United,5.84
Ander Herrera,Manchester United,Leicester - Manchester United,6.1850000000000005
Ander Herrera,Manchester United,Liverpool - Manchester United,6.68
Ander Herrera,Manchester United,Manchester City - Manchester United,6.725
Ander Herrera,Manchester United,Manchester United - Arsenal,6.234999999999999
Ander Herrera,Manchester United,Manchester United - Bournemouth,6.385
Ander Herrera,Manchester United,Manchester United - Crystal Palace,6.24
Ander Herrera,Manchester United,Manchester United - Everton,6.205
Ander Herrera,Manchester United,Manchester United - Manchester City,5.83
Ander Herrera,Manchester United,Manchester United - Newcastle United,6.1
Ander Herrera,Manchester United,Manchester United - Swansea,5.5600000000000005
Ander Herrera,Manchester United,Manchester United - Tottenham,6.59
Ander Herrera,Manchester United,Manchester United - Watford,6.025
Ander Herrera,Manchester United,Manchester United - West Bromwich Albion,5.279999999999999
Ander Herrera,Manchester United,Southampton - Manchester United,6.495
Ander Herrera,Manchester United,Stoke - Manchester United,5.6899999999999995
Ander Herrera,Manchester United,Swansea - Manchester United,5.075
Ander Herrera,Manchester United,Tottenham - Manchester United,5.375
Ander Herrera,Manchester United,Watford - Manchester United,5.755
Ander Herrera,Manchester United,West Bromwich Albion - Manchester United,6.455
Ander Herrera,Manchester United,West Ham - Manchester United,6.845000000000001
Andre Ayew,Swansea,Bournemouth - Swansea,6.91
Andre Ayew,Swansea,Brighton - Swansea,5.9
Andre Ayew,Swansea,Huddersfield - Swansea,6.62
Andre Ayew,Swansea,Manchester City - Swansea,5.61
Andre Ayew,Swansea,Manchester United - Swansea,6.26
Andre Ayew,Swansea,Swansea - Burnley,6.6
Andre Ayew,Swansea,Swansea - Chelsea,6.16
Andre Ayew,Swansea,Swansea - Everton,7.02
Andre Ayew,Swansea,Swansea - Southampton,5.865
Andre Ayew,Swansea,Swansea - Stoke,6.404999999999999
Andre Ayew,Swansea,Swansea - West Ham,8.219999999999999
Andre Ayew,Swansea,West Bromwich Albion - Swansea,5.54
Andre Ayew,West Ham,Bournemouth - West Ham,5.5600000000000005
Andre Ayew,West Ham,Crystal Palace - West Ham,7.1899999999999995
Andre Ayew,West Ham,Everton - West Ham,4.4
Andre Ayew,West Ham,Manchester United - West Ham,5.1850000000000005
Andre Ayew,West Ham,Newcastle United - West Ham,6.29
Andre Ayew,West Ham,Southampton - West Ham,6.27
Andre Ayew,West Ham,Tottenham - West Ham,6.035
Andre Ayew,West Ham,West Bromwich Albion - West Ham,6.14
Andre Ayew,West Ham,West Ham - Brighton,6.095000000000001
Andre Ayew,West Ham,West Ham - Chelsea,5.6850000000000005
Andre Ayew,West Ham,West Ham - Huddersfield,6.91
Andre Ayew,West Ham,West Ham - Leicester,6.05
Andre Ayew,West Ham,West Ham - Liverpool,5.4399999999999995
Andre Ayew,West Ham,West Ham - Newcastle United,7.165
Andre Ayew,West Ham,West Ham - Swansea,6.95
Andre Ayew,West Ham,West Ham - Tottenham,5.465
Andre Carrillo,Watford,Brighton - Watford,5.79
Andre Carrillo,Watford,Burnley - Watford,6.125
Andre Carrillo,Watford,Chelsea - Watford,5.3149999999999995
Andre Carrillo,Watford,Crystal Palace - Watford,6.98
Andre Carrillo,Watford,Everton - Watford,6.295
Andre Carrillo,Watford,Leicester - Watford,6.305
Andre Carrillo,Watford,Manchester City - Watford,6.1850000000000005
Andre Carrillo,Watford,Newcastle United - Watford,6.18
Andre Carrillo,Watford,Southampton - Watford,8.04
Andre Carrillo,Watford,Stoke - Watford,6.03
Andre Carrillo,Watford,Swansea - Watford,6.885
Andre Carrillo,Watford,Tottenham - Watford,6.48
Andre Carrillo,Watford,Watford - Arsenal,6.2
Andre Carrillo,Watford,Watford - Brighton,6.12
Andre Carrillo,Watford,Watford - Burnley,6.39
Andre Carrillo,Watford,Watford - Chelsea,5.609999999999999
Andre Carrillo,Watford,Watford - Everton,6.029999999999999
Andre Carrillo,Watford,Watford - Huddersfield,6.67
Andre Carrillo,Watford,Watford - Leicester,7.9399999999999995
Andre Carrillo,Watford,Watford - Manchester City,5.45
Andre Carrillo,Watford,Watford - Manchester United,6.54
Andre Carrillo,Watford,Watford - Southampton,6.195
Andre Carrillo,Watford,Watford - Stoke,6.375
Andre Carrillo,Watford,Watford - Swansea,7.390000000000001
Andre Carrillo,Watford,Watford - Tottenham,6.53
Andre Carrillo,Watford,Watford - West Bromwich Albion,6.415
Andre Carrillo,Watford,Watford - West Ham,6.04
Andre Carrillo,Watford,West Bromwich Albion - Watford,5.955
Andre Gray,Watford,Bournemouth - Watford,7.109999999999999
Andre Gray,Watford,Brighton - Watford,4.4399999999999995
Andre Gray,Watford,Burnley - Watford,5.52
Andre Gray,Watford,Crystal Palace - Watford,5.85
Andre Gray,Watford,Everton - Watford,6.945
Andre Gray,Watford,Huddersfield - Watford,5.484999999999999
Andre Gray,Watford,Leicester - Watford,6.02
Andre Gray,Watford,Manchester City - Watford,6.6
Andre Gray,Watford,Manchester United - Watford,5.4399999999999995
Andre Gray,Watford,Newcastle United - Watford,6.5649999999999995
Andre Gray,Watford,Southampton - Watford,6.77
Andre Gray,Watford,Stoke - Watford,6.075
Andre Gray,Watford,Swansea - Watford,6.984999999999999
Andre Gray,Watford,Tottenham - Watford,6.015000000000001
Andre Gray,Watford,Watford - Arsenal,5.52
Andre Gray,Watford,Watford - Brighton,5.96
Andre Gray,Watford,Watford - Crystal Palace,6.115
Andre Gray,Watford,Watford - Huddersfield,5.955
Andre Gray,Watford,Watford - Liverpool,6.13
Andre Gray,Watford,Watford - Manchester City,4.85
Andre Gray,Watford,Watford - Manchester United,5.325
Andre Gray,Watford,Watford - Newcastle United,7.275
Andre Gray,Watford,Watford - Southampton,6.890000000000001
Andre Gray,Watford,Watford - Stoke,6.0
Andre Gray,Watford,Watford - Swansea,5.46
Andre Gray,Watford,Watford - West Ham,6.9399999999999995
Andre Gray,Watford,West Bromwich Albion - Watford,6.04
Andre Gray,Watford,West Ham - Watford,5.48
Andreas Christensen,Chelsea,Arsenal - Chelsea,6.359999999999999
Andreas Christensen,Chelsea,Brighton - Chelsea,6.970000000000001
Andreas Christensen,Chelsea,Chelsea - Arsenal,6.3
Andreas Christensen,Chelsea,Chelsea - Bournemouth,6.32
Andreas Christensen,Chelsea,Chelsea - Crystal Palace,6.095000000000001
Andreas Christensen,Chelsea,Chelsea - Everton,6.13
Andreas Christensen,Chelsea,Chelsea - Huddersfield,6.35
Andreas Christensen,Chelsea,Chelsea - Leicester,6.4
Andreas Christensen,Chelsea,Chelsea - Manchester City,6.955
Andreas Christensen,Chelsea,Chelsea - Manchester United,6.8
Andreas Christensen,Chelsea,Chelsea - Newcastle United,6.59
Andreas Christensen,Chelsea,Chelsea - Southampton,6.99
Andreas Christensen,Chelsea,Chelsea - Swansea,6.904999999999999
Andreas Christensen,Chelsea,Chelsea - Tottenham,6.234999999999999
Andreas Christensen,Chelsea,Chelsea - West Bromwich Albion,6.55
Andreas Christensen,Chelsea,Everton - Chelsea,6.285
Andreas Christensen,Chelsea,Huddersfield - Chelsea,6.67
Andreas Christensen,Chelsea,Liverpool - Chelsea,6.45
Andreas Christensen,Chelsea,Manchester City - Chelsea,5.365
Andreas Christensen,Chelsea,Manchester United - Chelsea,5.77
Andreas Christensen,Chelsea,Newcastle United - Chelsea,5.91
Andreas Christensen,Chelsea,Southampton - Chelsea,6.4399999999999995
Andreas Christensen,Chelsea,Stoke - Chelsea,7.18
Andreas Christensen,Chelsea,Tottenham - Chelsea,6.85
Andreas Christensen,Chelsea,West Bromwich Albion - Chelsea,7.575
Andreas Christensen,Chelsea,West Ham - Chelsea,6.109999999999999
Andrew Robertson,Liverpool,Arsenal - Liverpool,6.359999999999999
Andrew Robertson,Liverpool,Bournemouth - Liverpool,7.9399999999999995
Andrew Robertson,Liverpool,Brighton - Liverpool,6.925
Andrew Robertson,Liverpool,Chelsea - Liverpool,6.445
Andrew Robertson,Liverpool,Crystal Palace - Liverpool,7.305
Andrew Robertson,Liverpool,Huddersfield - Liverpool,6.779999999999999
Andrew Robertson,Liverpool,Liverpool - Bournemouth,6.965
Andrew Robertson,Liverpool,Liverpool - Brighton,8.485
Andrew Robertson,Liverpool,Liverpool - Burnley,6.609999999999999
Andrew Robertson,Liverpool,Liverpool - Crystal Palace,7.67
Andrew Robertson,Liverpool,Liverpool - Everton,6.205
Andrew Robertson,Liverpool,Liverpool - Leicester,6.925
Andrew Robertson,Liverpool,Liverpool - Manchester City,7.6433333333333335
Andrew Robertson,Liverpool,Liverpool - Newcastle United,7.02
Andrew Robertson,Liverpool,Liverpool - Swansea,7.105
Andrew Robertson,Liverpool,Liverpool - Tottenham,6.41
Andrew Robertson,Liverpool,Liverpool - Watford,7.32
Andrew Robertson,Liverpool,Liverpool - West Bromwich Albion,6.345000000000001
Andrew Robertson,Liverpool,Liverpool - West Ham,7.53
Andrew Robertson,Liverpool,Manchester United - Liverpool,6.02
Andrew Robertson,Liverpool,Southampton - Liverpool,6.970000000000001
Andrew Robertson,Liverpool,Swansea - Liverpool,6.13
Andrew Surman,Bournemouth,Bournemouth - Brighton,8.385
Andrew Surman,Bournemouth,Bournemouth - Burnley,6.265000000000001
